Unnamed: 0,year,month,day,country,title,text
46,2006,3,13,au,dairi farmers—crack barrel extra sharp 500g block chees,pra 2006/8386 date publish mar product descript best date septemb defect possibl trace listeria monocytogen hazard ill consum call recal consum line arrang refund way groceri voucher supplier dairi farmer product sold nation coordin agenc food standard australia new zealand coordin agenc recal product categori egg dairi × close
47,2006,5,17,au,minchinburi fruit market—freshhh diptron fine buckwheat,pra 2006/8497 date publish may product descript use 12/12/06 defect undeclar allergen prduct label 'fine buckwheat actual contain crush barley hazard allerg reaction consum return product store full refund supplier minchinburi fruit market product sold new south wale coordin agenc food standard australia new zealand coordin agenc recal product categori groceri × close
48,2006,8,21,us,meadow gold dairi announc ice cream recal,immedi releas -- orem ut -- august -- meadow gold dairi announc today voluntarili recal carton meadow gold hook ’ chocol ice cream recal initi product contain egg list label individu allergi egg run risk seriou life threaten reaction consum product recal ice cream pack ounc carton process meadow gold plant orem utah distribut retail arizona colorado idaho montana nevada oregon washington wyom utah meadow gold employe retail remov product store shelf consum return product place purchas full refund consum question contact compani 877-234-0022 meadow gold dairi part commun year qualiti product safeti consum foremost concern compani continu work retail resolv issu quickli possibl food drug administr fda state utah advis action rss feed fda recal inform 's
49,2006,9,15,au,sunbeam food pti ltd—natur countri brand dri fruit,pra 2006/8754 date publish sep product descript currant 750g countri origin australia 'best date includ june mix fruit 1kg countri origin aust/import blend 'best date includ juli turkish apricot 1kg countri origin turkey 'best date includ august sultana raisin pit prune 1kg countri origin australia pit date 750g countri origin iran 'best date includ septemb defect product may contain metal fragment hazard ingest metal fragment consum return product place purchas full refund supplier sunbeam food pti ltd product sold nation coordin agenc food standard australia new zealand coordin agenc recal product categori groceri × close
50,2006,9,25,au,sunbeam—dri fruit variou,pra 2006/8782 date publish sep product descript 240g sultana pack countri origin australia best date august 40g sultana countri origin australia best date septemb 150g appl sultana pack countri origin import/aust blend best date septemb 25g appl sultana countri origin import/aust blend best date june 228g peach sultana pack countri origin import/aust blend best date august 252g pineappl sultana pack countri origin import/aust blend best date august 42g pineappl sultana countri origin import/aust blend best date april 222g apricot sultana pack countri origin import/aust blend best date septemb 37g apricot sultana countri origin import/aust blend best date june 336g fruit go tropicana pack countri origin import blend best date septemb 56g tropicana countri origin import blend best date octob 300g fruit go fruit salad pack countri origin import/aust blend best date septemb 50g fruit go fruit salad countri origin import/aust blend best date septemb 330g fruit go exot fruit salad pack countri origin import/aust blend best date septemb 1.15kg sundri sultana countri origin australia best date august defect product may contain piec metal hazard ingest metal consum return place purchas full refund inform pleas contact sunbeam food pti ltd waltham avenu irympl vic telephon supplier sunbeam food pti ltd product sold nation coordin agenc food standard australia new zealand coordin agenc recal product categori groceri × close
51,2006,9,26,au,harkola pti ltd—halawa—vanilla plain,pra 2006/8787 date publish sep product descript 450g clear plastic contain screw top orang lid expiri date june countri origin lebanon defect foreign object glass fragment consum custom ask consum product contact harkola pti ltd pick return instruct full refund inform pleas contact harkola pti ltd highgat street auburn nsw telephon fax supplier harkola pti ltd product sold australian capit territori new south wale queensland victoria western australia coordin agenc food standard australia new zealand coordin agenc recal product categori groceri × close
52,2006,11,10,na,milki 's uk ltd withdraw own-brand halloum chees yoghurt-bas product made unapprov premis,milki 's uk ltd withdraw own-brand halloum chees yoghurt-bas product made unapprov premis friday novemb food alert inform ref 56/2006 head environment health director trade standard wish awar milky� uk ltd withdrawn own-brand halloum chees pack natur yoghurt pot due product manufactur unapprov premis milky� uk ltd recommenc oper follow move previous approv establish local author indic food safeti concern regard chees product place market current consid approv new premis product premis ceas recomm approv grant local author milky� uk ltd undertaken full voluntari product withdraw product produc unapprov establish compani advis distribut product restrict london borough gener suppli small local ethnic retail restaur outlet product withdrawn milky� uk ltd halloum chees 250g pack milky� uk ltd halloum nabulsi chees 250g pack milky� uk ltd halloum akawi baladi chees 300g pack milky� uk ltd halloum akawi chiki chees 500g pack milky� uk ltd halloum baladi mozzarella chees 250g pack milky� uk ltd halloum doubl cream chees 300g pack milky� uk ltd yoghurt 1000g plastic contain milky� uk ltd strain yoghurt 500g plastic contain milky� uk ltd twist chees 250g pack date code subject withdraw milky� uk ltd. product known affect
53,2007,2,19,au,georg weston foods—lion christma cake,pra 2007/9066 date publish feb product descript 1.5kg cake plastic wrap insid cardboard box identifi featur best feb defect foreign matter consum consum product best date advis dispos product contact free call number arrang refund supplier georg weston food product sold queensland south australia coordin agenc food standard australia new zealand coordin agenc recal product categori groceri × close
54,2007,2,26,au,smith 's snackfood company—class crinkl cut potato crisp,pra 2007/9077 date publish feb product descript flavour affect origin chicken salt vinegar barbecu polypropylen plastic pack origin 200g/250g chicken 50g/100g/200g/250g salt vinegar 27g/50g/100g/200g/250g barbecu 27g/50g/100g/200g/250g best apr size flavour lot code fd fe defect foreign matter rubber piec hazard choke consum return place purchas full refund supplier smith 's snackfood compani product sold australian capit territori new south wale northern territori south australia tasmania victoria coordin agenc food standard australia new zealand coordin agenc recal product categori groceri × close
55,2007,8,2,au,woolworth limited—homebrand oyster sauc,pra 2007/9432 date publish aug product descript glass bottl 500ml net best date defect undeclar allergen wheat flour hazard ill consum return place purchas full refund supplier woolworth limit product sold nation coordin agenc food standard australia new zealand coordin agenc recal product categori groceri × close
